domain,product,attribute,column_name,business_glossary_term,type,is_primary_key,foreign_key_to,tags,value_regex,data_type,description,reference
asset,depreciation,federal_funding_percent,federal_funding_percent,Federal Funding Percentage,"DECIMAL(5,2)",,,,,transactional_data,"The percentage of the asset cost funded by federal sources (FHWA, FTA, FAA, FRA), relevant for grant compliance and reporting.",2 CFR 200
asset,depreciation,fiscal_period,fiscal_period,Fiscal Period,INT,,,,^(0?[1-9]|1[0-2])$,transactional_data,"The fiscal period (month) within the fiscal year when depreciation is recorded, ranging from 1 to 12.",GASB 34
asset,depreciation,fund_code,fund_code,Fund Code,STRING,,,,,transactional_data,The governmental fund code used for tracking depreciation expense by funding source in accordance with GASB fund accounting.,GASB 34
asset,depreciation,gain_loss_on_disposal,gain_loss_on_disposal,Gain or Loss on Disposal,"DECIMAL(18,2)",,,,,transactional_data,"The calculated gain or loss on disposal of the asset, computed as disposal proceeds minus net book value, in US dollars.",GASB 34
asset,depreciation,gl_account,gl_account,General Ledger (GL) Account,STRING,,,,,transactional_data,The general ledger account number to which the depreciation expense is posted in the financial system.,SAP FI-CO
asset,depreciation,grant_number,grant_number,Grant Number,STRING,,,,,transactional_data,"The federal or state grant number associated with the asset acquisition, used for grant compliance tracking.",2 CFR 200
asset,depreciation,impairment_amount,impairment_amount,Impairment Amount,"DECIMAL(18,2)",,,,,transactional_data,"The monetary amount of asset impairment loss recognized, in US dollars.",GASB 42
asset,depreciation,impairment_date,impairment_date,Impairment Date,DATE,,,,^\d{4}-\d{2}-\d{2}$,transactional_data,The date when asset impairment was recognized and recorded.,GASB 42
asset,depreciation,impairment_indicator,impairment_indicator,Impairment Indicator,BOOLEAN,,,,true|false,transactional_data,Boolean flag indicating whether the asset has been identified as impaired under GASB 42 impairment standards.,GASB 42
asset,depreciation,insurance_value,insurance_value,Insurance Value,"DECIMAL(18,2)",,,,,transactional_data,"The insured value of the asset for risk management and insurance coverage purposes, in US dollars.",NCDOT Risk Management
asset,depreciation,key,key,Depreciation Key,STRING,,,,,transactional_data,SAP-specific depreciation key code that defines the calculation rules and parameters for asset depreciation.,SAP FI-AA
asset,depreciation,last_appraisal_date,last_appraisal_date,Last Appraisal Date,DATE,,,,^\d{4}-\d{2}-\d{2}$,transactional_data,The date of the most recent professional appraisal or valuation of the asset.,GASB 34
asset,depreciation,last_modified_timestamp,last_modified_timestamp,Last Modified Timestamp,TIMESTAMP,,,,^\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{2}\.\d{3}[+-]\d{2}:\d{2}$,transactional_data,The timestamp when the depreciation record was last modified in the source system.,SAP FI-AA
asset,depreciation,license_plate,license_plate,License Plate Number,STRING,,,,,transactional_data,The state-issued license plate number for registered vehicles in the NCDOT fleet.,NCDMV
asset,depreciation,location_code,location_code,Asset Location Code,STRING,,,,,transactional_data,The physical location code or facility identifier where the asset is located or deployed.,SAP PM
asset,depreciation,manufacturer,manufacturer,Manufacturer Name,STRING,,,,,transactional_data,The name of the manufacturer or vendor who produced the asset.,SAP PM
asset,depreciation,model_number,model_number,Model Number,STRING,,,,,transactional_data,The manufacturer model number or designation for the asset.,SAP PM
asset,depreciation,notes,notes,Depreciation Notes,STRING,,,,,transactional_data,"Free-text notes or comments regarding the depreciation entry, adjustments, or special circumstances.",SAP FI-AA
asset,depreciation,original_cost,original_cost,Original Acquisition Cost,"DECIMAL(18,2)",,,,,transactional_data,"The original acquisition or construction cost of the asset when first capitalized, in US dollars.",GASB 34
asset,depreciation,period_depreciation_rate,period_depreciation_rate,Period Depreciation Rate,"DECIMAL(8,6)",,,,,transactional_data,"The depreciation rate for the specific fiscal period, calculated based on the depreciation method and useful life.",GASB 34
asset,depreciation,placed_in_service_date,placed_in_service_date,Placed in Service Date,DATE,,,,^\d{4}-\d{2}-\d{2}$,transactional_data,The date when the asset was placed into active service and began being depreciated.,GASB 34
asset,depreciation,posting_date,posting_date,Posting Date,DATE,,,,^\d{4}-\d{2}-\d{2}$,transactional_data,The date when the depreciation entry was posted to the general ledger in SAP FI.,SAP FI-CO
asset,depreciation,posting_key,posting_key,Posting Key,STRING,,,,,transactional_data,The SAP posting key that controls the type of posting (debit or credit) and account type.,SAP FI-CO
asset,depreciation,program_code,program_code,Program Code,STRING,,,,,transactional_data,The program or project code associated with the asset for tracking depreciation by program or initiative.,NCGS Chapter 143C
asset,depreciation,project_number,project_number,Project Number,STRING,,,,,transactional_data,The capital project or work breakdown structure (WBS) element number in SAP PS associated with the asset acquisition.,SAP PS
asset,depreciation,rate_percent,rate_percent,Depreciation Rate Percentage,"DECIMAL(5,2)",,,,,transactional_data,"The annual depreciation rate expressed as a percentage of the depreciable base, used in declining balance methods.",GASB 34
asset,depreciation,record_created_timestamp,record_created_timestamp,Record Created Timestamp,TIMESTAMP,,,,^\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{2}\.\d{3}[+-]\d{2}:\d{2}$,transactional_data,The timestamp when the depreciation record was originally created in the source system.,SAP FI-AA
asset,depreciation,remaining_life_years,remaining_life_years,Remaining Useful Life in Years,"DECIMAL(5,2)",,,,,transactional_data,The remaining useful life of the asset in years as of the depreciation date.,GASB 34
asset,depreciation,replacement_cost,replacement_cost,Replacement Cost,"DECIMAL(18,2)",,,,,transactional_data,"The estimated current cost to replace the asset with a similar asset of equivalent functionality, in US dollars.",GASB 34
asset,depreciation,responsible_person,responsible_person,Responsible Person Name,STRING,,,,,transactional_data,The name of the employee or manager responsible for the asset and its depreciation accounting.,NCDOT Asset Management Policy
asset,depreciation,retirement_date,retirement_date,Asset Retirement Date,DATE,,,,^\d{4}-\d{2}-\d{2}$,transactional_data,"The date when the asset was retired, disposed of, or removed from service, ending depreciation.",GASB 34
asset,depreciation,reversal_indicator,reversal_indicator,Reversal Indicator,BOOLEAN,,,,true|false,transactional_data,Boolean flag indicating whether this depreciation entry reverses a previous entry.,SAP FI-AA
asset,depreciation,salvage_value,salvage_value,Salvage Value,"DECIMAL(18,2)",,,,,transactional_data,"The estimated residual value of the asset at the end of its useful life, used in depreciation calculations, in US dollars.",GASB 34
asset,depreciation,serial_number,serial_number,Serial Number,STRING,,,,,transactional_data,The manufacturer serial number of the asset for equipment and vehicle tracking.,SAP PM
asset,depreciation,source_system,source_system,Source System,STRING,,,,SAP|ATLAS|NCFS|MANUAL,transactional_data,"The source system from which the depreciation entry originated (SAP FI-AA, ATLAS, NCFS, or manual entry).",NCDOT Data Integration
asset,depreciation,source_system_id,source_system_id,Source System Identifier,STRING,,,,,transactional_data,The unique identifier or key of the depreciation record in the source system.,NCDOT Data Integration
asset,depreciation,start_date,start_date,Depreciation Start Date,DATE,,,,^\d{4}-\d{2}-\d{2}$,transactional_data,"The date when depreciation calculation began for the asset, which may differ from acquisition date.",GASB 34
asset,depreciation,state_funding_percent,state_funding_percent,State Funding Percentage,"DECIMAL(5,2)",,,,,transactional_data,The percentage of the asset cost funded by North Carolina state sources.,NCGS Chapter 143C
asset,depreciation,status,status,Depreciation Status,STRING,,,,active|suspended|completed|not_started,transactional_data,The current status of depreciation calculation for the asset indicating whether depreciation is actively being recorded.,SAP FI-AA
asset,depreciation,stip_number,stip_number,State Transportation Improvement Program (STIP) Number,STRING,,,,,transactional_data,The STIP project identifier for transportation infrastructure assets funded through the State Transportation Improvement Program.,NCDOT STIP
asset,depreciation,tip_number,tip_number,Transportation Improvement Program (TIP) Number,STRING,,,,,transactional_data,The TIP project identifier for metropolitan planning organization funded projects.,FHWA TIP Requirements
asset,depreciation,total_estimated_units,total_estimated_units,Total Estimated Units,"DECIMAL(15,2)",,,,,transactional_data,"The total estimated units of production or service over the assets useful life, used for units of production depreciation.",GASB 34
asset,depreciation,transaction_type,transaction_type,Transaction Type,STRING,,,,planned_depreciation|unplanned_depreciation|special_depreciation|catch_up_depreciation|impairment,transactional_data,"The type of depreciation transaction being recorded (planned, unplanned, special, catch-up, or impairment).",SAP FI-AA
asset,depreciation,units_produced,units_produced,Units Produced,"DECIMAL(15,2)",,,,,transactional_data,"The number of units produced or service units delivered during the period, used for units of production depreciation method.",GASB 34
asset,depreciation,useful_life_months,useful_life_months,Useful Life in Months,INT,,,,,transactional_data,The estimated useful life of the asset in months for more precise depreciation calculations.,GASB 34
asset,depreciation,vin,vin,Vehicle Identification Number (VIN),STRING,,,,^[A-HJ-NPR-Z0-9]{17}$,transactional_data,The 17-character vehicle identification number for fleet vehicles and mobile equipment.,NHTSA VIN Standards
